Hour,DA_Offer_MW
1,73.0728787233165
2,500.0
3,240.74926805129823
4,162.31735646245411
5,142.02210278896507
6,0.0
7,40.798408269302136
8,0.0
9,36.429052521614814
10,54.27244986323212
11,96.04163516652692
12,130.7370345424805
13,62.38574040219378
14,60.38061332490274
15,60.35484048329232
16,58.61603276930901
17,103.16696677708896
18,63.61940042061277
19,106.82499209632856
20,96.76155654217813
21,93.72895217935148
22,166.660939368531
23,282.8157001278332
24,84.8012398455004
