hour_start,hour_end,wind_forecast_mw,price,wind_quarters,price_quarters
2026-04-15T18:00:00Z,2026-04-15T19:00:00Z,1355.175,142.44,4,4
2026-04-15T19:00:00Z,2026-04-15T20:00:00Z,1240.8,179.56,4,4
2026-04-15T20:00:00Z,2026-04-15T21:00:00Z,1055.625,180.845,4,4
2026-04-15T21:00:00Z,2026-04-15T22:00:00Z,1902.275,148.058,4,4
2026-04-15T22:00:00Z,2026-04-15T23:00:00Z,1605.325,132.692,4,4
2026-04-15T23:00:00Z,2026-04-16T00:00:00Z,1233.875,117.77,4,4
2026-04-16T00:00:00Z,2026-04-16T01:00:00Z,910.575,106.215,4,4
2026-04-16T01:00:00Z,2026-04-16T02:00:00Z,708.9,101.398,4,4
2026-04-16T02:00:00Z,2026-04-16T03:00:00Z,660.85,99.595,4,4
2026-04-16T03:00:00Z,2026-04-16T04:00:00Z,676.675,98.365,4,4
2026-04-16T04:00:00Z,2026-04-16T05:00:00Z,693.425,100.902,4,4
2026-04-16T05:00:00Z,2026-04-16T06:00:00Z,690.75,108.262,4,4
2026-04-16T06:00:00Z,2026-04-16T07:00:00Z,463.8,141.825,4,4
2026-04-16T07:00:00Z,2026-04-16T08:00:00Z,306.675,145.248,4,4
2026-04-16T08:00:00Z,2026-04-16T09:00:00Z,375.05,136.218,4,4
2026-04-16T09:00:00Z,2026-04-16T10:00:00Z,521.45,112.088,4,4
2026-04-16T10:00:00Z,2026-04-16T11:00:00Z,671.775,95.742,4,4
2026-04-16T11:00:00Z,2026-04-16T12:00:00Z,812.0,76.472,4,4
2026-04-16T12:00:00Z,2026-04-16T13:00:00Z,931.475,66.49,4,4
2026-04-16T13:00:00Z,2026-04-16T14:00:00Z,1022.475,62.68,4,4
2026-04-16T14:00:00Z,2026-04-16T15:00:00Z,1108.8,62.798,4,4
2026-04-16T15:00:00Z,2026-04-16T16:00:00Z,1267.375,71.465,4,4
2026-04-16T16:00:00Z,2026-04-16T17:00:00Z,1671.2,88.715,4,4
2026-04-16T17:00:00Z,2026-04-16T18:00:00Z,2313.1,111.878,4,4
2026-04-16T18:00:00Z,2026-04-16T19:00:00Z,2917.475,131.532,4,4
2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,3257.375,166.685,4,4
2026-04-16T20:00:00Z,2026-04-16T21:00:00Z,3306.875,187.342,4,4
2026-04-16T21:00:00Z,2026-04-16T22:00:00Z,3339.95,155.025,4,4
2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,3130.6,138.767,4,4
2026-04-16T23:00:00Z,2026-04-17T00:00:00Z,2929.475,127.362,4,4
2026-04-17T00:00:00Z,2026-04-17T01:00:00Z,2770.675,121.775,4,4
2026-04-17T01:00:00Z,2026-04-17T02:00:00Z,2670.625,115.523,4,4
2026-04-17T02:00:00Z,2026-04-17T03:00:00Z,2550.85,112.532,4,4
2026-04-17T03:00:00Z,2026-04-17T04:00:00Z,2296.1,108.515,4,4
2026-04-17T04:00:00Z,2026-04-17T05:00:00Z,2052.975,111.47,4,4
2026-04-17T05:00:00Z,2026-04-17T06:00:00Z,1454.175,120.2,4,4
2026-04-17T06:00:00Z,2026-04-17T07:00:00Z,656.0,145.805,4,4
2026-04-17T07:00:00Z,2026-04-17T08:00:00Z,449.875,149.96,4,4
2026-04-17T08:00:00Z,2026-04-17T09:00:00Z,653.675,129.002,4,4
2026-04-17T09:00:00Z,2026-04-17T10:00:00Z,789.675,102.408,4,4
2026-04-17T10:00:00Z,2026-04-17T11:00:00Z,874.0,90.078,4,4
2026-04-17T11:00:00Z,2026-04-17T12:00:00Z,976.95,66.928,4,4
2026-04-17T12:00:00Z,2026-04-17T13:00:00Z,1069.45,54.957,4,4
2026-04-17T13:00:00Z,2026-04-17T14:00:00Z,1119.575,48.458,4,4
2026-04-17T14:00:00Z,2026-04-17T15:00:00Z,1173.15,47.255,4,4
2026-04-17T15:00:00Z,2026-04-17T16:00:00Z,1290.975,59.392,4,4
2026-04-17T16:00:00Z,2026-04-17T17:00:00Z,1615.8,81.815,4,4
2026-04-17T17:00:00Z,2026-04-17T18:00:00Z,2188.925,102.31,4,4
2026-04-17T18:00:00Z,2026-04-17T19:00:00Z,2632.625,126.755,4,4
2026-04-17T19:00:00Z,2026-04-17T20:00:00Z,2812.475,157.405,4,4
2026-04-17T20:00:00Z,2026-04-17T21:00:00Z,2703.25,157.102,4,4
2026-04-17T21:00:00Z,2026-04-17T22:00:00Z,2560.95,137.99,4,4
2026-04-17T22:00:00Z,2026-04-17T23:00:00Z,2220.375,123.91,4,4
2026-04-17T23:00:00Z,2026-04-18T00:00:00Z,1940.925,112.7,4,4
2026-04-18T00:00:00Z,2026-04-18T01:00:00Z,1759.875,115.9,4,4
2026-04-18T01:00:00Z,2026-04-18T02:00:00Z,1706.125,110.408,4,4
2026-04-18T02:00:00Z,2026-04-18T03:00:00Z,1748.575,108.23,4,4
2026-04-18T03:00:00Z,2026-04-18T04:00:00Z,1749.825,106.335,4,4
2026-04-18T04:00:00Z,2026-04-18T05:00:00Z,1687.425,106.408,4,4
2026-04-18T05:00:00Z,2026-04-18T06:00:00Z,1183.675,108.477,4,4
2026-04-18T06:00:00Z,2026-04-18T07:00:00Z,629.6,110.145,4,4
2026-04-18T07:00:00Z,2026-04-18T08:00:00Z,573.1,105.732,4,4
2026-04-18T08:00:00Z,2026-04-18T09:00:00Z,711.275,92.278,4,4
2026-04-18T09:00:00Z,2026-04-18T10:00:00Z,728.9,74.77,4,4
2026-04-18T10:00:00Z,2026-04-18T11:00:00Z,719.95,43.378,4,4
2026-04-18T11:00:00Z,2026-04-18T12:00:00Z,735.825,35.992,4,4
2026-04-18T12:00:00Z,2026-04-18T13:00:00Z,773.85,30.66,4,4
2026-04-18T13:00:00Z,2026-04-18T14:00:00Z,813.925,31.93,4,4
2026-04-18T14:00:00Z,2026-04-18T15:00:00Z,881.075,31.62,4,4
2026-04-18T15:00:00Z,2026-04-18T16:00:00Z,971.55,32.705,4,4
2026-04-18T16:00:00Z,2026-04-18T17:00:00Z,1151.2,48.075,4,4
2026-04-18T17:00:00Z,2026-04-18T18:00:00Z,1753.075,90.145,4,4
2026-04-18T18:00:00Z,2026-04-18T19:00:00Z,2550.5,119.58,4,4
2026-04-18T19:00:00Z,2026-04-18T20:00:00Z,2950.45,131.532,4,4
2026-04-18T20:00:00Z,2026-04-18T21:00:00Z,2893.525,144.878,4,4
2026-04-18T21:00:00Z,2026-04-18T22:00:00Z,3594.65,140.285,4,4
2026-04-18T22:00:00Z,2026-04-18T23:00:00Z,3292.7,129.972,4,4
2026-04-18T23:00:00Z,2026-04-19T00:00:00Z,3105.975,124.977,4,4
2026-04-19T00:00:00Z,2026-04-19T01:00:00Z,2989.175,116.54,4,4
2026-04-19T01:00:00Z,2026-04-19T02:00:00Z,2833.7,109.932,4,4
2026-04-19T02:00:00Z,2026-04-19T03:00:00Z,2582.125,109.185,4,4
2026-04-19T03:00:00Z,2026-04-19T04:00:00Z,2201.8,106.308,4,4
2026-04-19T04:00:00Z,2026-04-19T05:00:00Z,1916.0,105.398,4,4
2026-04-19T05:00:00Z,2026-04-19T06:00:00Z,1057.525,106.535,4,4
2026-04-19T06:00:00Z,2026-04-19T07:00:00Z,441.2,104.765,4,4
2026-04-19T07:00:00Z,2026-04-19T08:00:00Z,374.825,100.023,4,4
2026-04-19T08:00:00Z,2026-04-19T09:00:00Z,345.075,96.618,4,4
2026-04-19T09:00:00Z,2026-04-19T10:00:00Z,290.075,93.832,4,4
2026-04-19T10:00:00Z,2026-04-19T11:00:00Z,261.75,71.15,4,4
2026-04-19T11:00:00Z,2026-04-19T12:00:00Z,271.35,34.978,4,4
2026-04-19T12:00:00Z,2026-04-19T13:00:00Z,312.85,28.342,4,4
2026-04-19T13:00:00Z,2026-04-19T14:00:00Z,391.75,22.26,4,4
2026-04-19T14:00:00Z,2026-04-19T15:00:00Z,478.675,22.185,4,4
2026-04-19T15:00:00Z,2026-04-19T16:00:00Z,611.15,22.555,4,4
2026-04-19T16:00:00Z,2026-04-19T17:00:00Z,848.025,31.803,4,4
2026-04-19T17:00:00Z,2026-04-19T18:00:00Z,1170.65,73.44,4,4
2026-04-19T18:00:00Z,2026-04-19T19:00:00Z,1426.175,103.852,4,4
2026-04-19T19:00:00Z,2026-04-19T20:00:00Z,1529.2,117.34,4,4
2026-04-19T20:00:00Z,2026-04-19T21:00:00Z,1447.525,124.098,4,4
2026-04-19T21:00:00Z,2026-04-19T22:00:00Z,1344.2,121.54,3,4
2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,,118.303,0,4
2026-04-19T23:00:00Z,2026-04-20T00:00:00Z,,109.22,0,4
